:======================================================================:
|       Appendix C Complications or Comorbidities Exclusion List       |
:======================================================================:

Appendix C is a list of all of the codes that are defined as either a
complication or comorbidity (CC) or a major complication or comorbidity
(MCC) when used as a secondary diagnosis.
Part 1 lists these codes. Each code is indicated as CC or MCC, as well as the HAC category (if applicable) the code is assigned to.
Hover over the HAC number for its description. A link is given to a collection of diagnosis codes which,
when used as the principal diagnosis, will cause the CC or MCC to be considered as only a non-CC.
Part 2 lists codes which are assigned as a Major CC only
for patients discharged alive. Otherwise they are assigned as a non-CC.
Part 3 lists diagnosis codes that are designated as a complication or comorbidity (CC) or major
complication or comorbidity (MCC) and included in the definition of the logic for the listed DRGs.
When reported as a secondary diagnosis and grouped to one of the listed DRGs the diagnosis is excluded
from acting as a CC/MCC for severity in DRG assignment.

Appendix C Part 1: List of CC and Major CC Codes
 I10 Dx  Lev HAC PDX Exclusions   ICD-10-CM Description
  M14662  Charcot's joint, left knee
  M14669  Charcot's joint, unspecified knee
  M14671  Charcot's joint, right ankle and foot
  M14672  Charcot's joint, left ankle and foot
  M14679  Charcot's joint, unspecified ankle and foot
  M1468   Charcot's joint, vertebrae
  M1469   Charcot's joint, multiple sites
  M150    Primary generalized (osteo)arthritis
  M153    Secondary multiple arthritis
  M154    Erosive (osteo)arthritis
  M158    Other polyosteoarthritis
  M159    Polyosteoarthritis, unspecified
  M162    Bilateral osteoarthritis resulting from hip dysplasia
  M1630   Unilateral osteoarthritis resulting from hip dysplasia, unspecified hip
  M1631   Unilateral osteoarthritis resulting from hip dysplasia, right hip
  M1632   Unilateral osteoarthritis resulting from hip dysplasia, left hip
  M164    Bilateral post-traumatic osteoarthritis of hip
  M1650   Unilateral post-traumatic osteoarthritis, unspecified hip
  M1651   Unilateral post-traumatic osteoarthritis, right hip
  M1652   Unilateral post-traumatic osteoarthritis, left hip
  M166    Other bilateral secondary osteoarthritis of hip
  M167    Other unilateral secondary osteoarthritis of hip
  M169    Osteoarthritis of hip, unspecified
  M172    Bilateral post-traumatic osteoarthritis of knee
  M1730   Unilateral post-traumatic osteoarthritis, unspecified knee
  M1731   Unilateral post-traumatic osteoarthritis, right knee
  M1732   Unilateral post-traumatic osteoarthritis, left knee
  M174    Other bilateral secondary osteoarthritis of knee
  M175    Other unilateral secondary osteoarthritis of knee
  M179    Osteoarthritis of knee, unspecified
  M182    Bilateral post-traumatic osteoarthritis of first carpometacarpal joints
  M1830   Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, unspecified hand
  M1831   Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, right hand
  M1832   Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, left hand
  M184    Other bilateral secondary osteoarthritis of first carpometacarpal joints
  M1850   Other unilateral secondary osteoarthritis of first carpometacarpal joint, unspecified hand
  M1851   Other unilateral secondary osteoarthritis of first carpometacarpal joint, right hand
  M1852   Other unilateral secondary osteoarthritis of first carpometacarpal joint, left hand
  M189    Osteoarthritis of first carpometacarpal joint, unspecified
  M19111  Post-traumatic osteoarthritis, right shoulder
  M19112  Post-traumatic osteoarthritis, left shoulder
  M19119  Post-traumatic osteoarthritis, unspecified shoulder
  M19121  Post-traumatic osteoarthritis, right elbow
  M19122  Post-traumatic osteoarthritis, left elbow
  M19129  Post-traumatic osteoarthritis, unspecified elbow
  M19131  Post-traumatic osteoarthritis, right wrist
  M19132  Post-traumatic osteoarthritis, left wrist
  M19139  Post-traumatic osteoarthritis, unspecified wrist
  M19141  Post-traumatic osteoarthritis, right hand
  M19142  Post-traumatic osteoarthritis, left hand
  M19149  Post-traumatic osteoarthritis, unspecified hand
  M19171  Post-traumatic osteoarthritis, right ankle and foot
  M19172  Post-traumatic osteoarthritis, left ankle and foot
  M19179  Post-traumatic osteoarthritis, unspecified ankle and foot
  M19211  Secondary osteoarthritis, right shoulder
  M19212  Secondary osteoarthritis, left shoulder
  M19219  Secondary osteoarthritis, unspecified shoulder
  M19221  Secondary osteoarthritis, right elbow
  M19222  Secondary osteoarthritis, left elbow
  M19229  Secondary osteoarthritis, unspecified elbow
  M19231  Secondary osteoarthritis, right wrist
  M19232  Secondary osteoarthritis, left wrist
  M19239  Secondary osteoarthritis, unspecified wrist
  M19241  Secondary osteoarthritis, right hand
  M19242  Secondary osteoarthritis, left hand
  M19249  Secondary osteoarthritis, unspecified hand
  M19271  Secondary osteoarthritis, right ankle and foot
  M19272  Secondary osteoarthritis, left ankle and foot
  M19279  Secondary osteoarthritis, unspecified ankle and foot
  M1990   Unspecified osteoarthritis, unspecified site
  M1991   Primary osteoarthritis, unspecified site
  M1992   Post-traumatic osteoarthritis, unspecified site
  M1993   Secondary osteoarthritis, unspecified site
  M2410   Other articular cartilage disorders, unspecified site
  M24111  Other articular cartilage disorders, right shoulder
  M24112  Other articular cartilage disorders, left shoulder
  M24119  Other articular cartilage disorders, unspecified shoulder
  M24121  Other articular cartilage disorders, right elbow
  M24122  Other articular cartilage disorders, left elbow
  M24129  Other articular cartilage disorders, unspecified elbow
  M24131  Other articular cartilage disorders, right wrist
  M24132  Other articular cartilage disorders, left wrist
  M24139  Other articular cartilage disorders, unspecified wrist
  M24141  Other articular cartilage disorders, right hand
  M24142  Other articular cartilage disorders, left hand
  M24149  Other articular cartilage disorders, unspecified hand
  M24151  Other articular cartilage disorders, right hip
  M24152  Other articular cartilage disorders, left hip
  M24159  Other articular cartilage disorders, unspecified hip
  M24171  Other articular cartilage disorders, right ankle
  M24172  Other articular cartilage disorders, left ankle
  M24173  Other articular cartilage disorders, unspecified ankle
  M24174  Other articular cartilage disorders, right foot
  M24175  Other articular cartilage disorders, left foot
  M24176  Other articular cartilage disorders, unspecified foot
  M2500   Hemarthrosis, unspecified joint
  M2508   Hemarthrosis, other specified site
  M2510   Fistula, unspecified joint
  M25111  Fistula, right shoulder
  M25112  Fistula, left shoulder
  M25119  Fistula, unspecified shoulder
  M25121  Fistula, right elbow
  M25122  Fistula, left elbow
  M25129  Fistula, unspecified elbow
  M25131  Fistula, right wrist
  M25132  Fistula, left wrist
  M25139  Fistula, unspecified wrist
  M25141  Fistula, right hand
  M25142  Fistula, left hand
  M25149  Fistula, unspecified hand
  M25151  Fistula, right hip
  M25152  Fistula, left hip
  M25159  Fistula, unspecified hip
  M25161  Fistula, right knee
  M25162  Fistula, left knee
  M25169  Fistula, unspecified knee
  M25171  Fistula, right ankle
  M25172  Fistula, left ankle
  M25173  Fistula, unspecified ankle
  M25174  Fistula, right foot
  M25175  Fistula, left foot
  M25176  Fistula, unspecified foot
  M2518   Fistula, other specified site
  M2540   Effusion, unspecified joint
  M25411  Effusion, right shoulder
  M25412  Effusion, left shoulder
  M25419  Effusion, unspecified shoulder
  M25421  Effusion, right elbow
  M25422  Effusion, left elbow
  M25429  Effusion, unspecified elbow
  M25431  Effusion, right wrist
  M25432  Effusion, left wrist
  M25439  Effusion, unspecified wrist
  M25441  Effusion, right hand
  M25442  Effusion, left hand
  M25449  Effusion, unspecified hand
  M25451  Effusion, right hip
  M25452  Effusion, left hip
  M25459  Effusion, unspecified hip
  M25461  Effusion, right knee
  M25462  Effusion, left knee
  M25469  Effusion, unspecified knee
  M25471  Effusion, right ankle
  M25472  Effusion, left ankle
  M25473  Effusion, unspecified ankle
  M25474  Effusion, right foot
  M25475  Effusion, left foot
  M25476  Effusion, unspecified foot
  M2548   Effusion, other site
  M2550   Pain in unspecified joint
  M25511  Pain in right shoulder
  M25512  Pain in left shoulder
  M25519  Pain in unspecified shoulder
  M25521  Pain in right elbow
  M25522  Pain in left elbow
  M25529  Pain in unspecified elbow
  M25531  Pain in right wrist
  M25532  Pain in left wrist
  M25539  Pain in unspecified wrist
  M25541  Pain in joints of right hand
  M25542  Pain in joints of left hand
  M25549  Pain in joints of unspecified hand
  M25551  Pain in right hip
  M25552  Pain in left hip
  M25559  Pain in unspecified hip
  M25561  Pain in right knee
  M25562  Pain in left knee
  M25569  Pain in unspecified knee
  M25571  Pain in right ankle and joints of right foot
  M25572  Pain in left ankle and joints of left foot
  M25579  Pain in unspecified ankle and joints of unspecified foot
  M2560   Stiffness of unspecified joint, not elsewhere classified
  M25611  Stiffness of right shoulder, not elsewhere classified
  M25612  Stiffness of left shoulder, not elsewhere classified
  M25619  Stiffness of unspecified shoulder, not elsewhere classified
  M25621  Stiffness of right elbow, not elsewhere classified
  M25622  Stiffness of left elbow, not elsewhere classified
  M25629  Stiffness of unspecified elbow, not elsewhere classified
  M25631  Stiffness of right wrist, not elsewhere classified
  M25632  Stiffness of left wrist, not elsewhere classified
  M25639  Stiffness of unspecified wrist, not elsewhere classified
  M25641  Stiffness of right hand, not elsewhere classified
  M25642  Stiffness of left hand, not elsewhere classified
  M25649  Stiffness of unspecified hand, not elsewhere classified
  M25651  Stiffness of right hip, not elsewhere classified
  M25652  Stiffness of left hip, not elsewhere classified
  M25659  Stiffness of unspecified hip, not elsewhere classified
  M25661  Stiffness of right knee, not elsewhere classified
  M25662  Stiffness of left knee, not elsewhere classified
  M25669  Stiffness of unspecified knee, not elsewhere classified
  M25671  Stiffness of right ankle, not elsewhere classified
  M25672  Stiffness of left ankle, not elsewhere classified
  M25673  Stiffness of unspecified ankle, not elsewhere classified
  M25674  Stiffness of right foot, not elsewhere classified
  M25675  Stiffness of left foot, not elsewhere classified
  M25676  Stiffness of unspecified foot, not elsewhere classified
  M2580   Other specified joint disorders, unspecified joint
  M25811  Other specified joint disorders, right shoulder
  M25812  Other specified joint disorders, left shoulder
  M25819  Other specified joint disorders, unspecified shoulder
  M25821  Other specified joint disorders, right elbow
  M25822  Other specified joint disorders, left elbow
  M25829  Other specified joint disorders, unspecified elbow
  M25831  Other specified joint disorders, right wrist
  M25832  Other specified joint disorders, left wrist
  M25839  Other specified joint disorders, unspecified wrist
  M25841  Other specified joint disorders, right hand
  M25842  Other specified joint disorders, left hand
  M25849  Other specified joint disorders, unspecified hand
  M25851  Other specified joint disorders, right hip
  M25852  Other specified joint disorders, left hip
  M25859  Other specified joint disorders, unspecified hip
  M25861  Other specified joint disorders, right knee
  M25862  Other specified joint disorders, left knee
  M25869  Other specified joint disorders, unspecified knee
  M25871  Other specified joint disorders, right ankle and foot
  M25872  Other specified joint disorders, left ankle and foot
  M25879  Other specified joint disorders, unspecified ankle and foot
  M259    Joint disorder, unspecified
  M352    Behcet's disease
  R294    Clicking hip

PDX collection 1137
  A0223   Salmonella arthritis
  A179    Tuberculosis of nervous system, unspecified
  A1802   Tuberculous arthritis of other joints
  A1809   Other musculoskeletal tuberculosis
  A1882   Tuberculosis of other endocrine glands
  A1884   Tuberculosis of heart
  A1889   Tuberculosis of other sites
  A3983   Meningococcal arthritis
  A3984   Postmeningococcal arthritis
  A5440   Gonococcal infection of musculoskeletal system, unspecified
  A5442   Gonococcal arthritis
  A5443   Gonococcal osteomyelitis
  A5482   Gonococcal brain abscess
  A5484   Gonococcal pneumonia
  A5489   Other gonococcal infections
  A549    Gonococcal infection, unspecified
  B0682   Rubella arthritis
  M0000   Staphylococcal arthritis, unspecified joint
  M00011  Staphylococcal arthritis, right shoulder
  M00012  Staphylococcal arthritis, left shoulder
  M00019  Staphylococcal arthritis, unspecified shoulder
  M00021  Staphylococcal arthritis, right elbow
  M00022  Staphylococcal arthritis, left elbow
  M00029  Staphylococcal arthritis, unspecified elbow
  M00031  Staphylococcal arthritis, right wrist
  M00032  Staphylococcal arthritis, left wrist
  M00039  Staphylococcal arthritis, unspecified wrist
  M00041  Staphylococcal arthritis, right hand
  M00042  Staphylococcal arthritis, left hand
  M00049  Staphylococcal arthritis, unspecified hand
  M00051  Staphylococcal arthritis, right hip
  M00052  Staphylococcal arthritis, left hip
  M00059  Staphylococcal arthritis, unspecified hip
  M00061  Staphylococcal arthritis, right knee
  M00062  Staphylococcal arthritis, left knee
  M00069  Staphylococcal arthritis, unspecified knee
  M00071  Staphylococcal arthritis, right ankle and foot
  M00072  Staphylococcal arthritis, left ankle and foot
  M00079  Staphylococcal arthritis, unspecified ankle and foot
  M0008   Staphylococcal arthritis, vertebrae
  M0009   Staphylococcal polyarthritis
  M0010   Pneumococcal arthritis, unspecified joint
  M00111  Pneumococcal arthritis, right shoulder
  M00112  Pneumococcal arthritis, left shoulder
  M00119  Pneumococcal arthritis, unspecified shoulder
  M00121  Pneumococcal arthritis, right elbow
  M00122  Pneumococcal arthritis, left elbow
  M00129  Pneumococcal arthritis, unspecified elbow
  M00131  Pneumococcal arthritis, right wrist
  M00132  Pneumococcal arthritis, left wrist
  M00139  Pneumococcal arthritis, unspecified wrist
  M00141  Pneumococcal arthritis, right hand
  M00142  Pneumococcal arthritis, left hand
  M00149  Pneumococcal arthritis, unspecified hand
  M00151  Pneumococcal arthritis, right hip
  M00152  Pneumococcal arthritis, left hip
  M00159  Pneumococcal arthritis, unspecified hip
  M00161  Pneumococcal arthritis, right knee
  M00162  Pneumococcal arthritis, left knee
  M00169  Pneumococcal arthritis, unspecified knee
  M00171  Pneumococcal arthritis, right ankle and foot
  M00172  Pneumococcal arthritis, left ankle and foot
  M00179  Pneumococcal arthritis, unspecified ankle and foot
  M0018   Pneumococcal arthritis, vertebrae
  M0019   Pneumococcal polyarthritis
  M0020   Other streptococcal arthritis, unspecified joint
  M00211  Other streptococcal arthritis, right shoulder
  M00212  Other streptococcal arthritis, left shoulder
  M00219  Other streptococcal arthritis, unspecified shoulder
  M00221  Other streptococcal arthritis, right elbow
  M00222  Other streptococcal arthritis, left elbow
  M00229  Other streptococcal arthritis, unspecified elbow
  M00231  Other streptococcal arthritis, right wrist
  M00232  Other streptococcal arthritis, left wrist
  M00239  Other streptococcal arthritis, unspecified wrist
  M00241  Other streptococcal arthritis, right hand
  M00242  Other streptococcal arthritis, left hand
  M00249  Other streptococcal arthritis, unspecified hand
  M00251  Other streptococcal arthritis, right hip
  M00252  Other streptococcal arthritis, left hip
  M00259  Other streptococcal arthritis, unspecified hip
  M00261  Other streptococcal arthritis, right knee
  M00262  Other streptococcal arthritis, left knee
  M00269  Other streptococcal arthritis, unspecified knee
  M00271  Other streptococcal arthritis, right ankle and foot
  M00272  Other streptococcal arthritis, left ankle and foot
  M00279  Other streptococcal arthritis, unspecified ankle and foot
  M0028   Other streptococcal arthritis, vertebrae
  M0029   Other streptococcal polyarthritis
  M0080   Arthritis due to other bacteria, unspecified joint
  M00811  Arthritis due to other bacteria, right shoulder
  M00812  Arthritis due to other bacteria, left shoulder
  M00819  Arthritis due to other bacteria, unspecified shoulder
  M00821  Arthritis due to other bacteria, right elbow
  M00822  Arthritis due to other bacteria, left elbow
  M00829  Arthritis due to other bacteria, unspecified elbow
  M00831  Arthritis due to other bacteria, right wrist
  M00832  Arthritis due to other bacteria, left wrist
  M00839  Arthritis due to other bacteria, unspecified wrist
  M00841  Arthritis due to other bacteria, right hand
  M00842  Arthritis due to other bacteria, left hand
  M00849  Arthritis due to other bacteria, unspecified hand
  M00851  Arthritis due to other bacteria, right hip
  M00852  Arthritis due to other bacteria, left hip
  M00859  Arthritis due to other bacteria, unspecified hip
  M00861  Arthritis due to other bacteria, right knee
  M00862  Arthritis due to other bacteria, left knee
  M00869  Arthritis due to other bacteria, unspecified knee
  M00871  Arthritis due to other bacteria, right ankle and foot
  M00872  Arthritis due to other bacteria, left ankle and foot
  M00879  Arthritis due to other bacteria, unspecified ankle and foot
  M0088   Arthritis due to other bacteria, vertebrae
  M0089   Polyarthritis due to other bacteria
  M009    Pyogenic arthritis, unspecified
  M0200   Arthropathy following intestinal bypass, unspecified site
  M02011  Arthropathy following intestinal bypass, right shoulder
  M02012  Arthropathy following intestinal bypass, left shoulder
  M02019  Arthropathy following intestinal bypass, unspecified shoulder
  M02021  Arthropathy following intestinal bypass, right elbow
  M02022  Arthropathy following intestinal bypass, left elbow
  M02029  Arthropathy following intestinal bypass, unspecified elbow
  M02031  Arthropathy following intestinal bypass, right wrist
  M02032  Arthropathy following intestinal bypass, left wrist
  M02039  Arthropathy following intestinal bypass, unspecified wrist
  M02041  Arthropathy following intestinal bypass, right hand
  M02042  Arthropathy following intestinal bypass, left hand
  M02049  Arthropathy following intestinal bypass, unspecified hand
  M02051  Arthropathy following intestinal bypass, right hip
  M02052  Arthropathy following intestinal bypass, left hip
  M02059  Arthropathy following intestinal bypass, unspecified hip
  M02061  Arthropathy following intestinal bypass, right knee
  M02062  Arthropathy following intestinal bypass, left knee
  M02069  Arthropathy following intestinal bypass, unspecified knee
  M02071  Arthropathy following intestinal bypass, right ankle and foot
  M02072  Arthropathy following intestinal bypass, left ankle and foot
  M02079  Arthropathy following intestinal bypass, unspecified ankle and foot
  M0208   Arthropathy following intestinal bypass, vertebrae
  M0209   Arthropathy following intestinal bypass, multiple sites
  M0210   Postdysenteric arthropathy, unspecified site
  M02111  Postdysenteric arthropathy, right shoulder
  M02112  Postdysenteric arthropathy, left shoulder
  M02119  Postdysenteric arthropathy, unspecified shoulder
  M02121  Postdysenteric arthropathy, right elbow
  M02122  Postdysenteric arthropathy, left elbow
  M02129  Postdysenteric arthropathy, unspecified elbow
  M02131  Postdysenteric arthropathy, right wrist
  M02132  Postdysenteric arthropathy, left wrist
  M02139  Postdysenteric arthropathy, unspecified wrist
  M02141  Postdysenteric arthropathy, right hand
  M02142  Postdysenteric arthropathy, left hand
  M02149  Postdysenteric arthropathy, unspecified hand
  M02151  Postdysenteric arthropathy, right hip
  M02152  Postdysenteric arthropathy, left hip
  M02159  Postdysenteric arthropathy, unspecified hip
  M02161  Postdysenteric arthropathy, right knee
  M02162  Postdysenteric arthropathy, left knee
  M02169  Postdysenteric arthropathy, unspecified knee
  M02171  Postdysenteric arthropathy, right ankle and foot
  M02172  Postdysenteric arthropathy, left ankle and foot
  M02179  Postdysenteric arthropathy, unspecified ankle and foot
  M0218   Postdysenteric arthropathy, vertebrae
  M0219   Postdysenteric arthropathy, multiple sites
  M0220   Postimmunization arthropathy, unspecified site
  M02211  Postimmunization arthropathy, right shoulder
  M02212  Postimmunization arthropathy, left shoulder
  M02219  Postimmunization arthropathy, unspecified shoulder
  M02221  Postimmunization arthropathy, right elbow
  M02222  Postimmunization arthropathy, left elbow
  M02229  Postimmunization arthropathy, unspecified elbow
  M02231  Postimmunization arthropathy, right wrist
  M02232  Postimmunization arthropathy, left wrist
  M02239  Postimmunization arthropathy, unspecified wrist
  M02241  Postimmunization arthropathy, right hand
  M02242  Postimmunization arthropathy, left hand
  M02249  Postimmunization arthropathy, unspecified hand
  M02251  Postimmunization arthropathy, right hip
  M02252  Postimmunization arthropathy, left hip
  M02259  Postimmunization arthropathy, unspecified hip
  M02261  Postimmunization arthropathy, right knee
  M02262  Postimmunization arthropathy, left knee
  M02269  Postimmunization arthropathy, unspecified knee
  M02271  Postimmunization arthropathy, right ankle and foot
  M02272  Postimmunization arthropathy, left ankle and foot
  M02279  Postimmunization arthropathy, unspecified ankle and foot
  M0228   Postimmunization arthropathy, vertebrae
  M0229   Postimmunization arthropathy, multiple sites
  M0230   Reiter's disease, unspecified site
  M02319  Reiter's disease, unspecified shoulder
  M02329  Reiter's disease, unspecified elbow
  M02339  Reiter's disease, unspecified wrist
  M02349  Reiter's disease, unspecified hand
  M02359  Reiter's disease, unspecified hip
  M02369  Reiter's disease, unspecified knee
  M02379  Reiter's disease, unspecified ankle and foot
  M0238   Reiter's disease, vertebrae
  M0239   Reiter's disease, multiple sites
  M0540   Rheumatoid myopathy with rheumatoid arthritis of unspecified site
  M05411  Rheumatoid myopathy with rheumatoid arthritis of right shoulder
  M05412  Rheumatoid myopathy with rheumatoid arthritis of left shoulder
  M05419  Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder
  M05421  Rheumatoid myopathy with rheumatoid arthritis of right elbow
  M05422  Rheumatoid myopathy with rheumatoid arthritis of left elbow
  M05429  Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow
  M05431  Rheumatoid myopathy with rheumatoid arthritis of right wrist
  M05432  Rheumatoid myopathy with rheumatoid arthritis of left wrist
  M05439  Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist
  M05441  Rheumatoid myopathy with rheumatoid arthritis of right hand
  M05442  Rheumatoid myopathy with rheumatoid arthritis of left hand
  M05449  Rheumatoid myopathy with rheumatoid arthritis of unspecified hand
  M05451  Rheumatoid myopathy with rheumatoid arthritis of right hip
  M05452  Rheumatoid myopathy with rheumatoid arthritis of left hip
  M05459  Rheumatoid myopathy with rheumatoid arthritis of unspecified hip
  M05461  Rheumatoid myopathy with rheumatoid arthritis of right knee
  M05462  Rheumatoid myopathy with rheumatoid arthritis of left knee
  M05469  Rheumatoid myopathy with rheumatoid arthritis of unspecified knee
  M05471  Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot
  M05472  Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot
  M05479  Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot
  M0549   Rheumatoid myopathy with rheumatoid arthritis of multiple sites
  M0550   Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site
  M05511  Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder
  M05512  Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder
  M05519  Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder
  M05521  Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow
  M05522  Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow
  M05529  Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow
  M05531  Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist
  M05532  Rheumatoid polyneuropathy with rheumatoid arthritis of left wrist
  M05539  Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist
  M05541  Rheumatoid polyneuropathy with rheumatoid arthritis of right hand
  M05542  Rheumatoid polyneuropathy with rheumatoid arthritis of left hand
  M05549  Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand
  M05551  Rheumatoid polyneuropathy with rheumatoid arthritis of right hip
  M05552  Rheumatoid polyneuropathy with rheumatoid arthritis of left hip
  M05559  Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip
  M05561  Rheumatoid polyneuropathy with rheumatoid arthritis of right knee
  M05562  Rheumatoid polyneuropathy with rheumatoid arthritis of left knee
  M05569  Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee
  M05571  Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot
  M05572  Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot
  M05579  Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot
  M0559   Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites
  M0570   Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement
  M05711  Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement
  M05712  Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement
  M05719  Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement
  M05721  Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement
  M05722  Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement
  M05729  Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement
  M05731  Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement
  M05732  Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement
  M05739  Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement
  M05741  Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement
  M05742  Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement
  M05749  Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement
  M05751  Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement
  M05752  Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement
  M05759  Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement
  M05761  Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement
  M05762  Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement
  M05769  Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement
  M05771  Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement
  M05772  Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement
  M05779  Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement
  M0579   Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement
  M057A   Rheumatoid arthritis with rheumatoid factor of other specified site without organ or systems involvement
  M0580   Other rheumatoid arthritis with rheumatoid factor of unspecified site
  M05811  Other rheumatoid arthritis with rheumatoid factor of right shoulder
  M05812  Other rheumatoid arthritis with rheumatoid factor of left shoulder
  M05819  Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder
  M05821  Other rheumatoid arthritis with rheumatoid factor of right elbow
  M05822  Other rheumatoid arthritis with rheumatoid factor of left elbow
  M05829  Other rheumatoid arthritis with rheumatoid factor of unspecified elbow
  M05831  Other rheumatoid arthritis with rheumatoid factor of right wrist
  M05832  Other rheumatoid arthritis with rheumatoid factor of left wrist
  M05839  Other rheumatoid arthritis with rheumatoid factor of unspecified wrist
  M05841  Other rheumatoid arthritis with rheumatoid factor of right hand
  M05842  Other rheumatoid arthritis with rheumatoid factor of left hand
  M05849  Other rheumatoid arthritis with rheumatoid factor of unspecified hand
  M05851  Other rheumatoid arthritis with rheumatoid factor of right hip
  M05852  Other rheumatoid arthritis with rheumatoid factor of left hip
  M05859  Other rheumatoid arthritis with rheumatoid factor of unspecified hip
  M05861  Other rheumatoid arthritis with rheumatoid factor of right knee
  M05862  Other rheumatoid arthritis with rheumatoid factor of left knee
  M05869  Other rheumatoid arthritis with rheumatoid factor of unspecified knee
  M05871  Other rheumatoid arthritis with rheumatoid factor of right ankle and foot
  M05872  Other rheumatoid arthritis with rheumatoid factor of left ankle and foot
  M05879  Other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot
  M0589   Other rheumatoid arthritis with rheumatoid factor of multiple sites
  M058A   Other rheumatoid arthritis with rheumatoid factor of other specified site
  M059    Rheumatoid arthritis with rheumatoid factor, unspecified
  M05A    Abnormal rheumatoid factor and anti-citrullinated protein antibody with rheumatoid arthritis
  M0600   Rheumatoid arthritis without rheumatoid factor, unspecified site
  M06011  Rheumatoid arthritis without rheumatoid factor, right shoulder
  M06012  Rheumatoid arthritis without rheumatoid factor, left shoulder
  M06019  Rheumatoid arthritis without rheumatoid factor, unspecified shoulder
  M06021  Rheumatoid arthritis without rheumatoid factor, right elbow
  M06022  Rheumatoid arthritis without rheumatoid factor, left elbow
  M06029  Rheumatoid arthritis without rheumatoid factor, unspecified elbow
  M06031  Rheumatoid arthritis without rheumatoid factor, right wrist
  M06032  Rheumatoid arthritis without rheumatoid factor, left wrist
  M06039  Rheumatoid arthritis without rheumatoid factor, unspecified wrist
  M06041  Rheumatoid arthritis without rheumatoid factor, right hand
  M06042  Rheumatoid arthritis without rheumatoid factor, left hand
  M06049  Rheumatoid arthritis without rheumatoid factor, unspecified hand
  M06051  Rheumatoid arthritis without rheumatoid factor, right hip
  M06052  Rheumatoid arthritis without rheumatoid factor, left hip
  M06059  Rheumatoid arthritis without rheumatoid factor, unspecified hip
  M06061  Rheumatoid arthritis without rheumatoid factor, right knee
  M06062  Rheumatoid arthritis without rheumatoid factor, left knee
  M06069  Rheumatoid arthritis without rheumatoid factor, unspecified knee
  M06071  Rheumatoid arthritis without rheumatoid factor, right ankle and foot
  M06072  Rheumatoid arthritis without rheumatoid factor, left ankle and foot
  M06079  Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot
  M0608   Rheumatoid arthritis without rheumatoid factor, vertebrae
